timestamp,intensity
0,32677.0
0.06,32661.0
0.13,13178.0
0.19,-18890.0
0.25,-32768.0
0.32,-32768.0
0.38,-32768.0
0.44,-32768.0
0.5,-32768.0
0.57,-32768.0
0.63,-31959.0
0.69,-32768.0
0.76,-32757.0
0.82,-32741.0
0.88,-32725.0
0.94,-32709.0
1.01,-32199.0
1.07,9040.0
1.13,32767.0
1.2,32767.0
1.26,32767.0
1.32,32767.0
1.39,32767.0
1.45,32767.0
1.51,6402.0
1.57,-31785.0
1.64,-32765.0
1.7,-32749.0
1.76,-32733.0
1.83,-32717.0
1.89,-16450.0
1.95,8951.0
2.02,29168.0
2.08,32767.0
2.14,32767.0
2.2,32767.0
2.27,32767.0
2.33,32760.0
2.39,32745.0
2.46,32729.0
2.52,32713.0
2.58,32697.0
2.65,32682.0
2.71,32666.0
2.77,13229.0
2.84,-32768.0
2.9,-32768.0
2.96,-32768.0
3.02,-32768.0
3.09,-32768.0
3.15,-32768.0
3.21,-32768.0
3.28,-17862.0
3.34,32766.0
3.4,32751.0
3.47,32735.0
3.53,32719.0
3.59,32703.0
3.65,32688.0
3.72,32672.0
3.78,26020.0
3.84,12524.0
3.91,6941.0
3.97,5614.0
4.03,3385.0
4.1,5451.0
4.16,-5018.0
4.22,-23242.0
4.28,-32768.0
4.35,-32768.0
4.41,-32768.0
4.47,-32768.0
4.54,-32768.0
4.6,-32768.0
4.66,-5129.0
4.73,32742.0
4.79,32726.0
4.85,32711.0
4.91,32695.0
4.98,32679.0
5.04,32663.0
5.1,27544.0
5.17,-6653.0
5.23,-32768.0
5.29,-32768.0
5.35,-32768.0
5.42,-32768.0
5.48,-32768.0
5.54,-32768.0
5.61,-26005.0
5.67,-29765.0
5.73,-32768.0
5.8,-32757.0
5.86,-32741.0
5.92,-32725.0
5.98,-32709.0
6.05,-14234.0
6.11,29024.0
6.17,32767.0
6.24,32767.0
6.3,32767.0
6.36,32767.0
6.43,32767.0
6.49,31832.0
6.55,-18443.0
6.61,-32768.0
6.68,-32768.0
6.74,-32753.0
6.8,-32737.0
6.87,-29781.0
6.93,363.0
6.99,26049.0
7.06,32767.0
7.12,32767.0
7.18,32767.0
7.24,32767.0
7.31,32752.0
7.37,31624.0
7.43,32721.0
7.5,32706.0
7.56,32690.0
7.62,32674.0
7.69,32658.0
7.75,24665.0
7.81,-21969.0
7.87,-32768.0
7.94,-32768.0
8.0,-32768.0
8.06,-32768.0
8.13,-32768.0
8.19,-32768.0
8.25,-32768.0
8.32,18980.0
8.38,32746.0
8.44,32730.0
8.5,32714.0
8.57,32699.0
8.63,32683.0
8.69,32667.0
8.76,32651.0
8.82,12798.0
8.88,3265.0
8.95,-1670.0
9.01,-3750.0
9.07,-2376.0
9.13,-4470.0
9.2,-17155.0
9.26,-32768.0
9.32,-32768.0
9.39,-32768.0
9.45,-32768.0
9.51,-32768.0
9.58,-32768.0
9.64,-17483.0
9.7,20048.0
9.77,32740.0
9.83,32724.0
9.89,32708.0
9.95,32692.0
10.02,32677.0
10.08,32661.0
10.14,7523.0
10.21,-26384.0
10.27,-32768.0
10.33,-32768.0
10.4,-32768.0
10.46,-32768.0
10.52,-32768.0
10.58,-32768.0
10.65,-25316.0
10.71,-32768.0
10.77,-32755.0
10.84,-32739.0
10.9,-32723.0
10.96,-32707.0
11.03,-25224.0
11.09,19826.0
11.15,32767.0
11.21,32767.0
11.28,32767.0
11.34,32767.0
11.4,32767.0
11.47,32767.0
11.53,4014.0
11.59,-32768.0
11.66,-32768.0
11.72,-32753.0
11.78,-32737.0
11.84,-32721.0
11.91,-10188.0
11.97,19247.0
12.03,32767.0
12.1,32767.0
12.16,32767.0
12.22,32767.0
12.29,32762.0
12.35,32747.0
12.41,32731.0
12.47,32715.0
12.54,32699.0
12.6,32684.0
12.66,32668.0
12.73,28425.0
12.79,-12258.0
12.85,-32768.0
12.92,-32768.0
12.98,-32768.0
13.04,-32768.0
13.1,-32768.0
13.17,-32768.0
13.23,-32768.0
13.29,2179.0
13.36,32757.0
13.42,32741.0
13.48,32726.0
13.55,32710.0
13.61,32694.0
13.67,32678.0
13.73,32663.0
13.8,20325.0
13.86,3902.0
13.92,-2053.0
13.99,-7663.0
14.05,-9430.0
14.11,-7263.0
14.18,-16847.0
14.24,-32768.0
14.3,-32768.0
14.36,-32768.0
14.43,-32768.0
14.49,-32768.0
14.55,-32768.0
14.62,-22879.0
14.68,13675.0
14.74,32759.0
14.81,32744.0
14.87,32728.0
14.93,32712.0
14.99,32696.0
15.06,32681.0
15.12,18690.0
15.18,-18752.0
15.25,-32768.0
15.31,-32768.0
15.37,-32768.0
15.44,-32768.0
15.5,-32768.0
15.56,-32768.0
15.62,-31294.0
15.69,-32757.0
15.75,-32741.0
15.81,-32725.0
15.88,-32709.0
15.94,-32693.0
16.0,-29103.0
16.07,7753.0
16.13,32767.0
16.19,32767.0
16.25,32767.0
16.32,32767.0
16.38,32767.0
16.44,32767.0
16.51,12459.0
16.57,-29688.0
16.63,-32754.0
16.7,-32738.0
16.76,-32722.0
16.82,-32706.0
16.88,-22348.0
16.95,8742.0
17.01,32257.0
17.07,32767.0
17.14,32767.0
17.2,32767.0
17.26,32767.0
17.33,32767.0
17.39,32756.0
17.45,32740.0
17.51,32725.0
17.58,32709.0
17.64,32693.0
17.7,30248.0
17.77,-3454.0
17.83,-32768.0
17.89,-32768.0
17.96,-32768.0
18.02,-32768.0
18.08,-32768.0
18.14,-32768.0
18.21,-32768.0
18.27,-14254.0
18.33,32767.0
18.4,32767.0
18.46,32753.0
18.52,32737.0
18.59,32722.0
18.65,32706.0
18.71,32690.0
18.77,28904.0
18.84,11284.0
18.9,1185.0
18.96,-4821.0
19.03,-9163.0
19.09,-9445.0
19.15,-19201.0
19.22,-32768.0
19.28,-32768.0
19.34,-32768.0
19.4,-32768.0
19.47,-32768.0
19.53,-32768.0
19.59,-29051.0
19.66,5683.0
19.72,32767.0
19.78,32767.0
19.84,32753.0
19.91,32737.0
19.97,32721.0
20.03,32705.0
20.1,27098.0
20.16,-7924.0
20.22,-32768.0
20.29,-32768.0
20.35,-32768.0
20.41,-32768.0
20.47,-32768.0
20.54,-32768.0
20.6,-32757.0
20.66,-32512.0
20.73,-32725.0
20.79,-32709.0
20.85,-32693.0
20.92,-32677.0
20.98,-32661.0
21.04,-1433.0
21.1,32767.0
21.17,32767.0
21.23,32767.0
21.29,32767.0
21.36,32767.0
21.42,32767.0
21.48,31216.0
21.55,-24462.0
21.61,-32744.0
21.67,-32728.0
21.73,-32712.0
21.8,-32696.0
21.86,-32680.0
21.92,1236.0
21.99,26402.0
22.05,32767.0
22.11,32767.0
22.18,32767.0
22.24,32767.0
22.3,32767.0
22.36,32767.0
22.43,32763.0
22.49,32747.0
22.55,32731.0
22.62,32715.0
22.68,30620.0
22.74,13292.0
22.81,-32768.0
22.87,-32768.0
22.93,-32768.0
22.99,-32768.0
23.06,-32768.0
23.12,-32768.0
23.18,-32759.0
23.25,-27106.0
23.31,25452.0
23.37,32767.0
23.44,32767.0
23.5,32761.0
23.56,32745.0
23.62,32730.0
23.69,32714.0
23.75,32698.0
23.81,16311.0
23.88,3944.0
23.94,-1467.0
24.0,-9931.0
24.07,-7530.0
24.13,-14990.0
24.19,-29864.0
24.25,-32768.0
24.32,-32768.0
24.38,-32768.0
24.44,-32768.0
24.51,-32766.0
24.57,-32750.0
24.63,-5738.0
24.7,29216.0
24.76,32767.0
24.82,32767.0
24.88,32758.0
24.95,32743.0
25.01,32727.0
25.07,32711.0
25.14,6378.0
25.2,-28565.0
