timestamp,intensity
0,-208.0
0.06,-210.0
0.13,-224.0
0.19,-230.0
0.25,-210.0
0.32,-220.0
0.38,-221.0
0.44,-208.0
0.5,-191.0
0.57,-210.0
0.63,-233.0
0.69,-237.0
0.76,-243.0
0.82,-240.0
0.88,-236.0
0.94,-267.0
1.01,-264.0
1.07,-250.0
1.13,-273.0
1.2,-233.0
1.26,-265.0
1.32,-261.0
1.39,-229.0
1.45,-241.0
1.51,-210.0
1.57,-224.0
1.64,-217.0
1.7,-230.0
1.76,-223.0
1.83,-222.0
1.89,-214.0
1.95,-223.0
2.02,-222.0
2.08,-213.0
2.14,-230.0
2.2,-201.0
2.27,-231.0
2.33,-220.0
2.39,-230.0
2.46,-224.0
2.52,-245.0
2.58,-232.0
2.65,-247.0
2.71,-255.0
2.77,-250.0
2.84,-252.0
2.9,-249.0
2.96,-254.0
3.02,-275.0
3.09,-284.0
3.15,-277.0
3.21,-286.0
3.28,-275.0
3.34,-277.0
3.4,-247.0
3.47,-244.0
3.53,-263.0
3.59,-268.0
3.65,-254.0
3.72,-257.0
3.78,-264.0
3.84,-275.0
3.91,-270.0
3.97,-281.0
4.03,-261.0
4.1,-256.0
4.16,-280.0
4.22,-273.0
4.28,-261.0
4.35,-267.0
4.41,-258.0
4.47,-267.0
4.54,-269.0
4.6,-268.0
4.66,-265.0
4.73,-264.0
4.79,-267.0
4.85,-273.0
4.91,-257.0
4.98,-277.0
5.04,-257.0
5.1,-262.0
5.17,-263.0
5.23,-263.0
5.29,-275.0
5.35,-258.0
5.42,-264.0
5.48,-266.0
5.54,-271.0
5.61,-259.0
5.67,-254.0
5.73,-273.0
5.8,-266.0
5.86,-283.0
5.92,-272.0
5.98,-270.0
6.05,-267.0
6.11,-259.0
6.17,-245.0
6.24,-253.0
6.3,-277.0
6.36,-263.0
6.43,-280.0
6.49,-269.0
6.55,-262.0
6.61,-251.0
6.68,-250.0
6.74,-266.0
6.8,-271.0
6.87,-264.0
6.93,-256.0
6.99,-263.0
7.06,-262.0
7.12,-267.0
7.18,-279.0
7.24,-261.0
7.31,-240.0
7.37,-261.0
7.43,-259.0
7.5,-247.0
7.56,-258.0
7.62,-257.0
7.69,-258.0
7.75,-239.0
7.81,-240.0
7.87,-247.0
7.94,-243.0
8.0,-239.0
8.06,-237.0
8.13,-232.0
8.19,-236.0
8.25,-240.0
8.32,-241.0
8.38,-256.0
8.44,-247.0
8.5,-238.0
8.57,-246.0
8.63,-256.0
8.69,-248.0
8.76,-254.0
8.82,-255.0
8.88,-231.0
8.95,-231.0
9.01,-245.0
9.07,-243.0
9.13,-243.0
9.2,-257.0
9.26,-254.0
9.32,-253.0
9.39,-251.0
9.45,-250.0
9.51,-228.0
9.58,-257.0
9.64,-250.0
9.7,-268.0
9.77,-252.0
9.83,-241.0
