timestamp,intensity
0,-384.0
0.06,-399.0
0.13,-394.0
0.19,-408.0
0.25,-427.0
0.32,-394.0
0.38,-392.0
0.44,-392.0
0.5,-399.0
0.57,-411.0
0.63,-426.0
0.69,-425.0
0.76,-403.0
0.82,-423.0
0.88,-418.0
0.94,-390.0
1.01,-385.0
1.07,-362.0
1.13,-351.0
1.2,-346.0
1.26,-338.0
1.32,-328.0
1.39,-317.0
1.45,-322.0
1.51,-327.0
1.57,-327.0
1.64,-329.0
1.7,-343.0
1.76,-363.0
1.83,-327.0
1.89,-320.0
1.95,-330.0
2.02,-336.0
2.08,-301.0
2.14,-326.0
2.2,-335.0
2.27,-335.0
2.33,-325.0
2.39,-321.0
2.46,-311.0
2.52,-314.0
2.58,-319.0
2.65,-313.0
2.71,-328.0
2.77,-340.0
2.84,-341.0
2.9,-346.0
2.96,-359.0
3.02,-343.0
3.09,-321.0
3.15,-323.0
3.21,-311.0
3.28,-307.0
3.34,-299.0
3.4,-304.0
3.47,-290.0
3.53,-315.0
3.59,-306.0
3.65,-286.0
3.72,-297.0
3.78,-319.0
3.84,-307.0
3.91,-282.0
3.97,-288.0
4.03,-302.0
4.1,-277.0
4.16,-275.0
4.22,-281.0
4.28,-294.0
4.35,-291.0
4.41,-266.0
4.47,-256.0
4.54,-240.0
4.6,-229.0
4.66,-219.0
4.73,-220.0
4.79,-186.0
4.85,-190.0
4.91,-175.0
4.98,-160.0
5.04,-181.0
5.1,-185.0
5.17,-183.0
5.23,-177.0
5.29,-158.0
5.35,-163.0
5.42,-167.0
5.48,-155.0
5.54,-131.0
5.61,-132.0
5.67,-114.0
5.73,-126.0
5.8,-129.0
5.86,-83.0
5.92,-78.0
5.98,-87.0
6.05,-53.0
6.11,-64.0
6.17,-66.0
6.24,-29.0
6.3,-28.0
6.36,-29.0
6.43,-23.0
6.49,-2.0
6.55,-33.0
6.61,-29.0
6.68,10.0
6.74,22.0
6.8,28.0
6.87,40.0
6.93,47.0
6.99,72.0
7.06,50.0
7.12,48.0
7.18,53.0
7.24,61.0
7.31,61.0
7.37,46.0
7.43,60.0
7.5,50.0
7.56,47.0
7.62,89.0
7.69,75.0
7.75,54.0
7.81,43.0
7.87,46.0
7.94,58.0
8.0,28.0
8.06,30.0
8.13,7.0
8.19,-4.0
8.25,2.0
8.32,-17.0
8.38,-51.0
8.44,-46.0
8.5,-22.0
8.57,-41.0
8.63,-36.0
8.69,-52.0
8.76,-58.0
8.82,-59.0
8.88,-68.0
8.95,-96.0
9.01,-82.0
9.07,-64.0
9.13,-81.0
9.2,-79.0
9.26,-50.0
9.32,-41.0
9.39,-64.0
9.45,-48.0
9.51,-58.0
9.58,-56.0
9.64,-73.0
9.7,-69.0
9.77,-94.0
9.83,-107.0
9.89,-114.0
9.95,-146.0
10.02,-162.0
10.08,-160.0
10.14,-192.0
10.21,-205.0
10.27,-213.0
10.33,-232.0
10.4,-255.0
10.46,-296.0
10.52,-298.0
10.58,-300.0
10.65,-317.0
10.71,-341.0
10.77,-376.0
10.84,-386.0
10.9,-404.0
10.96,-431.0
11.03,-431.0
11.09,-425.0
11.15,-423.0
11.21,-452.0
11.28,-468.0
11.34,-451.0
11.4,-460.0
11.47,-449.0
11.53,-426.0
11.59,-421.0
11.66,-396.0
11.72,-394.0
11.78,-397.0
11.84,-379.0
11.91,-377.0
11.97,-364.0
12.03,-360.0
12.1,-352.0
12.16,-345.0
12.22,-352.0
12.29,-357.0
12.35,-347.0
12.41,-349.0
12.47,-360.0
12.54,-332.0
12.6,-334.0
12.66,-308.0
12.73,-288.0
12.79,-277.0
12.85,-288.0
12.92,-297.0
12.98,-271.0
13.04,-258.0
13.1,-217.0
13.17,-216.0
13.23,-208.0
13.29,-213.0
13.36,-195.0
13.42,-198.0
13.48,-184.0
13.55,-148.0
13.61,-126.0
13.67,-123.0
13.73,-110.0
13.8,-126.0
13.86,-118.0
13.92,-98.0
13.99,-80.0
14.05,-83.0
14.11,-54.0
14.18,-58.0
14.24,-76.0
14.3,-60.0
14.36,-53.0
14.43,-35.0
14.49,-1.0
14.55,-10.0
14.62,-20.0
14.68,10.0
14.74,0.0
14.81,1.0
14.87,3.0
14.93,19.0
14.99,26.0
15.06,14.0
15.12,53.0
15.18,59.0
15.25,45.0
15.31,61.0
15.37,73.0
15.44,75.0
15.5,89.0
15.56,85.0
15.62,79.0
15.69,82.0
15.75,111.0
15.81,126.0
15.88,111.0
15.94,123.0
16.0,108.0
16.07,113.0
16.13,115.0
16.19,104.0
16.25,79.0
16.32,77.0
16.38,92.0
16.44,82.0
16.51,78.0
16.57,98.0
16.63,104.0
16.7,105.0
16.76,122.0
16.82,120.0
16.88,112.0
16.95,101.0
17.01,106.0
17.07,104.0
17.14,115.0
17.2,110.0
17.26,127.0
17.33,128.0
17.39,126.0
17.45,133.0
17.51,123.0
17.58,134.0
17.64,141.0
17.7,144.0
17.77,156.0
17.83,170.0
17.89,188.0
17.96,144.0
18.02,146.0
18.08,127.0
18.14,101.0
18.21,100.0
18.27,101.0
18.33,110.0
18.4,111.0
18.46,98.0
18.52,92.0
18.59,65.0
18.65,63.0
18.71,43.0
18.77,9.0
18.84,-21.0
18.9,-28.0
18.96,-33.0
19.03,-49.0
19.09,-69.0
19.15,-89.0
19.22,-129.0
19.28,-122.0
19.34,-131.0
19.4,-155.0
19.47,-148.0
19.53,-163.0
19.59,-164.0
19.66,-188.0
19.72,-175.0
19.78,-170.0
19.84,-164.0
19.91,-157.0
19.97,-161.0
20.03,-161.0
20.1,-152.0
20.16,-151.0
20.22,-138.0
20.29,-135.0
20.35,-130.0
20.41,-115.0
20.47,-112.0
20.54,-111.0
20.6,-107.0
20.66,-101.0
20.73,-113.0
20.79,-102.0
20.85,-77.0
20.92,-78.0
20.98,-64.0
21.04,-70.0
21.1,-60.0
21.17,-41.0
21.23,-57.0
21.29,-69.0
21.36,-57.0
21.42,-56.0
21.48,-58.0
21.55,-92.0
21.61,-109.0
21.67,-106.0
21.73,-92.0
21.8,-116.0
21.86,-129.0
21.92,-155.0
21.99,-162.0
22.05,-163.0
22.11,-192.0
22.18,-189.0
22.24,-196.0
22.3,-193.0
22.36,-231.0
22.43,-227.0
22.49,-233.0
22.55,-247.0
22.62,-249.0
22.68,-238.0
22.74,-234.0
22.81,-244.0
22.87,-252.0
22.93,-262.0
22.99,-250.0
23.06,-241.0
23.12,-248.0
23.18,-246.0
23.25,-229.0
23.31,-238.0
23.37,-228.0
23.44,-236.0
23.5,-235.0
23.56,-202.0
23.62,-223.0
23.69,-231.0
23.75,-219.0
23.81,-221.0
23.88,-236.0
23.94,-242.0
24.0,-251.0
24.07,-234.0
24.13,-248.0
24.19,-227.0
24.25,-247.0
24.32,-248.0
24.38,-240.0
24.44,-237.0
24.51,-231.0
24.57,-248.0
24.63,-232.0
24.7,-247.0
24.76,-232.0
24.82,-222.0
24.88,-208.0
24.95,-204.0
25.01,-196.0
25.07,-186.0
25.14,-183.0
25.2,-162.0
25.26,-143.0
25.33,-130.0
25.39,-117.0
25.45,-129.0
25.51,-126.0
25.58,-144.0
25.64,-140.0
25.7,-158.0
25.77,-178.0
25.83,-157.0
25.89,-164.0
25.96,-176.0
26.02,-174.0
26.08,-171.0
26.14,-168.0
26.21,-154.0
26.27,-160.0
26.33,-169.0
26.4,-153.0
26.46,-148.0
26.52,-135.0
26.59,-157.0
26.65,-176.0
26.71,-136.0
26.77,-161.0
26.84,-162.0
26.9,-172.0
26.96,-184.0
27.03,-173.0
27.09,-177.0
27.15,-184.0
27.22,-201.0
27.28,-191.0
27.34,-187.0
27.4,-201.0
27.47,-217.0
27.53,-230.0
27.59,-240.0
27.66,-261.0
27.72,-290.0
27.78,-303.0
27.85,-301.0
27.91,-307.0
27.97,-335.0
28.03,-334.0
28.1,-335.0
28.16,-334.0
28.22,-336.0
28.29,-312.0
28.35,-318.0
28.41,-302.0
28.48,-321.0
28.54,-327.0
28.6,-331.0
28.66,-320.0
28.73,-310.0
28.79,-316.0
28.85,-303.0
28.92,-295.0
28.98,-292.0
29.04,-288.0
29.11,-278.0
29.17,-277.0
29.23,-281.0
29.29,-270.0
29.36,-273.0
29.42,-272.0
29.48,-261.0
29.55,-258.0
29.61,-270.0
29.67,-279.0
29.74,-268.0
29.8,-271.0
29.86,-270.0
29.92,-271.0
29.99,-267.0
30.05,-291.0
30.11,-295.0
30.18,-295.0
30.24,-306.0
30.3,-275.0
30.37,-283.0
30.43,-288.0
30.49,-288.0
30.55,-294.0
30.62,-292.0
30.68,-282.0
30.74,-280.0
30.81,-279.0
30.87,-289.0
30.93,-311.0
31.0,-318.0
31.06,-321.0
31.12,-340.0
31.18,-349.0
31.25,-349.0
31.31,-356.0
31.37,-349.0
31.44,-338.0
31.5,-352.0
31.56,-368.0
31.63,-373.0
31.69,-388.0
31.75,-371.0
31.81,-391.0
31.88,-406.0
31.94,-400.0
32.0,-385.0
32.07,-370.0
32.13,-358.0
32.19,-333.0
32.26,-326.0
32.32,-335.0
32.38,-316.0
32.44,-313.0
32.51,-302.0
32.57,-280.0
32.63,-269.0
32.7,-240.0
32.76,-224.0
32.82,-230.0
32.89,-217.0
32.95,-206.0
33.01,-217.0
33.07,-217.0
33.14,-226.0
33.2,-200.0
33.26,-212.0
33.33,-226.0
33.39,-216.0
33.45,-209.0
33.52,-212.0
33.58,-198.0
33.64,-194.0
33.7,-195.0
33.77,-185.0
33.83,-183.0
33.89,-159.0
33.96,-146.0
34.02,-152.0
34.08,-141.0
34.15,-117.0
34.21,-141.0
34.27,-124.0
34.33,-121.0
34.4,-119.0
34.46,-137.0
34.52,-117.0
34.59,-113.0
34.65,-97.0
34.71,-61.0
34.78,-68.0
34.84,-39.0
34.9,-48.0
34.96,-44.0
35.03,-56.0
35.09,-46.0
35.15,-43.0
