timestamp,intensity
0,-250.0
0.06,-256.0
0.13,-250.0
0.19,-261.0
0.25,-244.0
0.32,-251.0
0.38,-248.0
0.44,-235.0
0.5,-239.0
0.57,-236.0
0.63,-239.0
0.69,-222.0
0.76,-232.0
0.82,-241.0
0.88,-228.0
0.94,-240.0
1.01,-202.0
1.07,-206.0
1.13,-211.0
1.2,-215.0
1.26,-219.0
1.32,-222.0
1.39,-222.0
1.45,-216.0
1.51,-208.0
1.57,-210.0
1.64,-220.0
1.7,-216.0
1.76,-225.0
1.83,-219.0
1.89,-237.0
1.95,-222.0
2.02,-235.0
2.08,-232.0
2.14,-216.0
2.2,-227.0
2.27,-213.0
2.33,-222.0
2.39,-236.0
2.46,-233.0
2.52,-232.0
2.58,-228.0
2.65,-209.0
2.71,-203.0
2.77,-230.0
2.84,-218.0
2.9,-230.0
2.96,-237.0
3.02,-229.0
3.09,-246.0
3.15,-234.0
3.21,-232.0
3.28,-215.0
3.34,-225.0
3.4,-239.0
3.47,-236.0
3.53,-248.0
3.59,-257.0
3.65,-245.0
3.72,-250.0
3.78,-267.0
3.84,-259.0
3.91,-271.0
3.97,-283.0
4.03,-273.0
4.1,-280.0
4.16,-285.0
4.22,-280.0
4.28,-272.0
4.35,-287.0
4.41,-294.0
4.47,-260.0
4.54,-273.0
4.6,-278.0
4.66,-279.0
4.73,-273.0
4.79,-281.0
4.85,-273.0
4.91,-274.0
4.98,-286.0
5.04,-290.0
5.1,-299.0
5.17,-274.0
5.23,-277.0
5.29,-276.0
5.35,-283.0
5.42,-267.0
5.48,-265.0
5.54,-264.0
5.61,-275.0
5.67,-265.0
5.73,-252.0
5.8,-287.0
5.86,-274.0
5.92,-270.0
5.98,-291.0
6.05,-295.0
6.11,-293.0
6.17,-283.0
6.24,-285.0
6.3,-288.0
6.36,-277.0
6.43,-267.0
6.49,-277.0
6.55,-266.0
6.61,-272.0
6.68,-281.0
6.74,-253.0
6.8,-282.0
6.87,-272.0
6.93,-264.0
6.99,-275.0
7.06,-278.0
7.12,-265.0
7.18,-249.0
7.24,-266.0
7.31,-267.0
7.37,-269.0
7.43,-271.0
7.5,-265.0
7.56,-260.0
7.62,-270.0
7.69,-248.0
7.75,-254.0
7.81,-261.0
7.87,-257.0
7.94,-297.0
8.0,-289.0
8.06,-285.0
8.13,-284.0
8.19,-293.0
8.25,-293.0
8.32,-278.0
8.38,-276.0
8.44,-291.0
8.5,-294.0
8.57,-277.0
8.63,-277.0
8.69,-284.0
8.76,-285.0
8.82,-283.0
8.88,-283.0
8.95,-290.0
9.01,-292.0
9.07,-286.0
9.13,-276.0
9.2,-281.0
9.26,-281.0
9.32,-277.0
9.39,-278.0
9.45,-268.0
9.51,-268.0
9.58,-261.0
9.64,-259.0
9.7,-269.0
9.77,-273.0
9.83,-266.0
9.89,-267.0
9.95,-274.0
10.02,-274.0
10.08,-282.0
10.14,-292.0
10.21,-269.0
10.27,-262.0
10.33,-254.0
10.4,-258.0
10.46,-263.0
10.52,-278.0
10.58,-271.0
10.65,-274.0
10.71,-299.0
10.77,-283.0
10.84,-276.0
10.9,-253.0
